ISBN13,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9781306265362,Little Women,['Louisa May Alcott'],E-Book,0,0,1306265363,01-01-2011,Calico Chapter Books,114
9780575099913,The Last Wish,"['Andrzej Sapkowski', 'Danusia Stok']",ePUB,12.99,12.99,575099917,19-08-2010,Orion,288
9780141190662,Travels with Charley,"['Jay Parini', 'John Steinbeck']",ePUB,15.99,15.99,141190663,01-03-2001,Penguin Books Ltd,240
9780141904757,Anybody Out There,['Marian Keyes'],ePUB,15.99,15.99,141904755,08-02-2007,Penguin Books Ltd,608
9780748132003,A Big Boy Did It And Ran Away,['Christopher Brookmyre'],ePUB,12.99,12.99,748132007,16-06-2011,"Little, Brown Book Group",512
9780748115457,The Gathering Storm,"['Robert Jordan', 'Brandon Sanderson']",ePUB,12.99,12.99,748115455,07-10-2010,"Little, Brown Book Group",672
9780141398211,Three Tang Dynasty Poets,['Penguin Books Ltd'],ePUB,4.99,4.99,141398213,26-02-2015,Penguin Books Ltd,80
9781405528733,Burn Fat Fast,['Kate Staples'],ePUB,9.99,9.99,1405528737,06-06-2013,"Little, Brown Book Group",96
9781509862344,The Man From St Petersburg,['Ken Follett'],Paperback,21.99,19.75,150986234X,28-05-2019,Pan Macmillan UK,464
9780748116119,Blood Rites,['Jim Butcher'],ePUB,11.99,11.99,748116117,04-03-2010,"Little, Brown Book Group",464
9781407039176,Remote Control,['Andy McNab'],ePUB,15.99,15.99,1407039172,02-10-2008,Transworld,512
9780575104419,Dune,['Frank Herbert'],ePUB,11.99,11.99,575104414,30-12-2010,Orion,624
9780670923182,Leaders Eat Last,['Simon Sinek'],ePUB,16.99,16.99,670923184,09-01-2014,Penguin Books Ltd,256
9780241187159,To Hell and Back,['Ian Kershaw'],ePUB,19.99,19.99,024118715X,24-09-2015,Penguin Books Ltd,400
9780751567779,Every Breath,['Nicholas Sparks'],ePUB,11.99,11.99,751567779,16-10-2018,"Little, Brown Book Group",320
9780061801891,failed to fetch page,,,,,,,,
9780857072900,"Sister, Missing",['Sophie McKenzie'],ePUB,10.99,10.99,857072900,15-09-2011,Simon & Schuster UK,1
9781351624534,Closing the Vocabulary Gap,['Alex Quigley'],ePUB,36.29,36.29,1351624539,06-04-2018,Taylor & Francis,0
9781405523134,The Skeleton Road,['Val McDermid'],ePUB,11.99,11.99,1405523131,11-09-2014,"Little, Brown Book Group",416
9780748115686,The Glass Room,['Simon Mawer'],ePUB,11.99,11.99,748115684,20-08-2009,"Little, Brown Book Group",416
9780141903958,Death of a Salesman,['Arthur Miller'],ePUB,10.99,10.99,141903953,03-05-2013,Penguin Books Ltd,112
9780241235973,Seven Brief Lessons on Physics,"['Carlo Rovelli', 'Simon Carnell', 'Erica Segre']",ePUB,14.99,14.99,241235979,24-09-2015,Penguin Books Ltd,96
9780330457286,The Paper Moon,['Andrea Camilleri'],Paperback,21.99,19.75,1529043840,27-07-2021,Pan Macmillan UK,288
9780718159023,Forgive Me,['Lesley Pearse'],ePUB,15.99,15.99,718159020,14-02-2013,Penguin Books Ltd,512
9781118001318,The Paleo Diet,['Loren Cordain'],ePUB and PDF,11.99,11.99,1118001311,29-11-2010,John Wiley & Sons Australia,304
9781407047966,Noughts & Crosses,['Malorie Blackman'],ePUB,12.99,12.99,1407047965,26-12-2008,RHCP,512
9780857208996,A Winter Flame,['Milly Johnson'],ePUB,9.99,9.99,857208993,25-10-2012,Simon & Schuster UK,416
9780141927589,Stone Cold,['Robert Swindells'],ePUB,12.99,12.99,141927585,27-01-2005,Penguin Random House Children's UK,144
9780486132532,"Walden; Or, Life in the Woods",['Henry David Thoreau'],ePUB,1.45,1.45,486132536,22-03-2012,Dover Publications,224
9780486113241,Paradise Lost,"['John Milton', 'John A. Himes']",ePUB,1.45,1.45,486113248,06-04-2012,Dover Publications,480
9780857207500,The Kingmaker's Daughter,['Philippa Gregory'],ePUB,13.99,13.99,857207504,16-08-2012,Simon & Schuster UK,464
9780330514507,The Summer That Never Was,['Peter Robinson'],ePUB,12.35,8.95,330514504,21-08-2009,,0
9781101637807,The War that Saved My Life,['Kimberly Brubaker Bradley'],ePUB,23.95,23.95,1101637803,08-01-2015,,0
9781250014184,Intuitive Eating,[],ePUB,10.83,9.45,1250014182,07-08-2012,St. Martin's Publishing Group,
9780995105003,Lady Isabella's Ogre,['Emily Larkin'],ePUB,7.99,7.99,995105006,05-12-2017,Emily Larkin,
9781310514760,Viking Slave,['Griff Hosker'],ePUB,8.15,8.15,1310514763,14-05-2015,Griff Hosker,
9780141924649,Journey into Fear,"['Eric Ambler', 'Norman Stone']",ePUB,15.99,15.99,141924640,28-05-2009,Penguin Books Ltd,224
9780748110193,Northern Lights,['Nora Roberts'],ePUB,12.99,12.99,748110194,02-10-2008,"Little, Brown Book Group",544
9780593054277,The Lost Symbol,['Dan Brown'],Hardcover,58.99,44.4,059305427X,01-09-2009,Transworld Publishers Ltd,528
9780349004594,The Paying Guests,['Sarah Waters'],ePUB,12.99,12.99,349004595,28-08-2014,"Little, Brown Book Group",576
9780241958346,How to be a Victorian,['Ruth Goodman'],ePUB,15.99,15.99,241958342,27-06-2013,Penguin Books Ltd,400
9781101912508,El Murmullo de Las Abejas,['Sofia Segovia'],E-Book,0,0,1101912502,28-04-2015,Vintage Espanol,331
9780330468466,The Road,['Cormac McCarthy'],Paperback,21.99,21.25,330468464,01-12-2009,Pan Macmillan UK,324
9780007287758,"The Painted Man (The Demon Cycle, Book 1)",['Peter V. Brett'],ePUB,12.99,12.99,7287755,08-01-2009,HarperCollins Publishers,544
9780983720201,The Look Of Love,['Bella Andre'],ePUB,0,0,983720207,11-04-2012,"Oak Press, LLC",115
9781310697883,Diary Of The Heart,['W. R. Watkins'],ePUB,0,0,1310697884,10-03-2016,W. R. Watkins,
9780544963429,Baby-Led Feeding,['Jenna Helwig'],ePUB,26.99,26.99,544963423,13-03-2018,HarperCollins,208
9780544302341,Diabetic Living Diabetes Meals by the Plate,['Diabetic Living Editors'],ePUB,27.75,27.75,544302346,30-12-2014,HMH Books,0
9780759518162,Damage Control,['Robert Dugoni'],ePUB,17.99,17.99,759518165,14-02-2007,Grand Central Publishing,300
9780330523332,Total Control,['David Baldacci'],ePUB,11.5,8.5,330523333,16-05-2011,,624
9781405517843,Shadow Spell,['Nora Roberts'],ePUB,16.99,16.99,1405517840,25-03-2014,"Little, Brown Book Group",352
9780768413793,Unlocking Destinies From the Courts of Heaven Leader's Guide,['Robert Henderson'],Paperback,28.5,28.5,768413796,21-03-2017,,192
9780748109531,Sleepyhead,['Mark Billingham'],ePUB,12.99,12.99,748109536,04-09-2008,"Little, Brown Book Group",432
9780141959153,Captain Hornblower R.N.,['C.S. Forester'],ePUB,15.99,15.99,141959150,01-01-2000,Penguin Books Ltd,576
9780575097742,The Final Empire,['Brandon Sanderson'],ePUB,11.99,11.99,575097744,30-03-2010,Orion,672
9781408894811,Tenth of December,['George Saunders'],Paperback,22.99,20.4,1408894815,01-12-2017,Bloomsbury,288
9780748129270,The Dip,['Seth Godin'],ePUB,11.99,11.99,748129278,03-02-2011,"Little, Brown Book Group",96
9781405930628,Liberation Square,['Gareth Rubin'],ePUB,15.99,15.99,1405930624,18-04-2019,Penguin Books Ltd,400
9780964729292,The Shack,['William P. Young'],ePUB,19.99,19.99,964729296,20-06-2008,Windblown Media,300
9780748109784,Red Carpets And Other Banana Skins,['Rupert Everett'],ePUB,12.99,12.99,748109781,04-09-2008,"Little, Brown Book Group",416
9781306063791,Invasion,['Julian Stockwin'],E-Book,0,0,1306063795,01-01-2009,McBooks Press,307
9780241410967,It's Not OK to Feel Blue (and other lies),['Scarlett Curtis'],ePUB,12.99,12.99,241410967,03-10-2019,Penguin Random House Children's UK,576
9780812984835,Decline and Fall of the Roman Empire,"['Edward Gibbon', 'Gian Battista Piranesi', 'Daniel J. Boorstin']",ePUB,27.42,21.99,812984838,28-01-2013,Random House Publishing Group,
9780743218306,Mornings on Horseback,['David McCullough'],ePUB,12.99,12.99,743218302,31-05-2007,Simon & Schuster,448
9780141929125,Enemy of God,['Bernard Cornwell'],ePUB,15.99,15.99,014192912X,01-11-2007,Penguin Books Ltd,496
9780316531269,The Chain,['Adrian McKinty'],Hardcover,48.4,48.4,031653126X,09-07-2019,Mulholland Books,368
9780141364025,The Burning Maze (The Trials of Apollo Book 3),['Rick Riordan'],ePUB,9.99,9.99,141364025,01-05-2018,Penguin Random House Children's UK,528
9780061909641,Gone,['Michael Grant'],ePUB,9.99,9.99,61909645,19-05-2009,HarperCollins,576
9780141345642,failed to fetch page,,,,,,,,
9780547807683,The Dark Monk,"['Oliver Potzsch', 'Lee Chadeayne']",Paperback with Flaps on Inside & Back Covers,36,35.4,547807686,12-06-2012,Houghton Mifflin,463
9780141925165,The Other Side of the Dale,['Gervase Phinn'],ePUB,14.99,14.99,141925167,01-01-2000,Penguin Books Ltd,288
9780755387120,Cross,['James Patterson'],ePUB,12.99,12.99,755387120,28-04-2011,Headline,321
9780307271914,failed to fetch page,,,,,,,,
9780830839629,A Week in the Life of Corinth,['Ben Witherington Ii'],Paperback,32.96,32.96,830839623,30-03-2012,InterVarsity Press,159
9780755348367,Centurion,['Simon Scarrow'],Paperback,20.4,20.4,755348362,01-08-2008,Headline,533
9780241339732,The Master's Tools Will Never Dismantle the Master's House,['Audre Lorde'],ePUB,1.99,1.99,241339731,31-05-2018,Penguin Books Ltd,64
9780141966731,Can't Anyone Help Me?,['Toni Maguire'],ePUB,14.99,14.99,141966734,07-07-2011,Penguin Books Ltd,288
9781401923440,The Biology of Belief,['Bruce H. Lipton'],ePUB and PDF,20,14.95,1401923445,15-09-2008,"Hay House UK, Limited",204
9780748115365,The Dragon Reborn,['Robert Jordan'],ePUB,12.99,12.99,748115366,15-12-2009,"Little, Brown Book Group",704
9780141971568,The Diary of a Killer Cat,['Anne Fine'],ePUB,9.99,9.99,141971568,03-03-2011,Penguin Random House Children's UK,64
9780486817316,The Expression of the Emotions in Man and Animal,['Charles Darwin'],Paperback,34.99,28.5,486817318,01-03-2018,Dover Publications Inc.,416
9780241381250,failed to fetch page,,,,,,,,
9781101032343,The Forgotten 500,['Gregory A. Freeman'],ePUB,23.99,19.99,1101032340,02-09-2008,Penguin Publishing Group,336
9781409015369,The Bloody Chamber and Other Stories,"['Angela Carter', 'Helen Simpson']",ePUB,15.99,15.99,140901536X,31-10-2012,Random House,176
9780008139483,The Pale Horseman [TV Tie-in Edition],['Bernard Cornwell'],Paperback,22.99,20.4,8139482,21-09-2015,HarperCollins Publishers,432
9780281064649,Revelation for Everyone,['Tom Wright'],ePUB,17.04,13.99,281064644,15-11-2011,SPCK,256
9780141901251,The Count of Monte Cristo,"['Alexandre Dumas', 'Robin Buss', 'Robin Buss']",ePUB,10.99,10.99,014190125X,27-03-2003,Penguin Books Ltd,1312
9780755364435,Mary Berry's Christmas Collection,['Mary Berry'],ePUB,14.99,14.99,755364430,26-09-2013,Headline,288
9780297859680,And Furthermore,['Dame Judi Dench'],ePUB,11.99,11.99,297859684,14-10-2010,Orion,320
9780141967554,The Son of Neptune (Heroes of Olympus Book 2),['Rick Riordan'],ePUB,9.99,9.99,141967552,04-10-2011,Penguin Random House Children's UK,544
9780307414281,failed to fetch page,,,,,,,,
9780571246021,Medusa,['Michael Dibdin'],ePUB,13.19,11.99,571246028,04-09-2008,Faber & Faber,384
9780141970172,Quiet,['Susan Cain'],ePUB,14.99,14.99,141970170,29-03-2012,Penguin Books Ltd,352
9781407031088,Never Tell,['Catherine McCall'],ePUB,19.99,19.99,1407031082,01-04-2010,Ebury Publishing,288
9781306051705,Child of the Morning,['Pauline Gedge'],E-Book,0,0,1306051703,01-01-2010,Chicago Review Press,420
9780307414120,failed to fetch page,,,,,,,,
9780768419580,The Dream Book,['Stephanie Schureman'],Paperback,33.6,33.6,768419581,19-03-2019,DESTINY IMAGE INC             ,272
9780830826490,All Things New,"['Brian J. Tabb', 'D. A. Carson']",Paperback,56.03,56.03,830826491,30-04-2019,IVP ACADEMIC                  ,280
9780748114368,Night Probe!,['Clive Cussler'],ePUB,4.99,4.99,074811436X,17-09-2009,"Little, Brown Book Group",384
9780241979785,Love is Blind,['William Boyd'],ePUB,15.99,15.99,241979781,20-09-2018,Penguin Books Ltd,296
9780807573983,Skeleton For Dinner,['Margery Cuyler'],Hardcover,29.95,28.25,807573981,01-09-2013,Whitman & Co.,32
9780544340688,The Giver (Movie Tie-In Edition),['Lois Lowry'],Paperback,22.9,22.9,054434068X,01-07-2014,Clarion Books,256
9780752883649,The Falls,['Ian Rankin'],Paperback,22.99,20.4,075288364X,01-10-2008,Orion,512
9781407044873,Double Cross,['Malorie Blackman'],ePUB,9.99,9.99,1407044877,29-12-2008,Penguin Random House Children's UK,448
9780330514651,Wednesday's Child,['Peter Robinson'],ePUB,12.35,8.95,330514652,21-08-2009,,0
9781101609644,Mrs. Lincoln's Dressmaker,['Jennifer Chiaverini'],ePUB,22.29,17.99,1101609648,15-01-2013,Penguin Publishing Group,352
9781846276842,Convenience Store Woman,"['Sayaka Murata', 'Ginny Tapley Takemori']",Paperback,22.99,20.35,1846276845,03-06-2019,Granta,176
9780765397522,All Systems Red,['Martha Wells'],ePUB,6.22,5.99,765397528,02-05-2017,Tor Publishing Group,
9780857870216,Horus Rising,['Dan Abnett'],ePUB,13.99,13.99,857870211,24-04-2014,Black Library,
9780718186838,The Sword Saint,['C. F. Iggulden'],ePUB,15.99,15.99,718186834,08-08-2019,Penguin Books Ltd,384
9780807563731,Jacob's New Dress,['Sarah Hoffman'],Hardcover,39.75,39.75,807563730,01-04-2014,Whitman & Co.,32
9780857894823,Tribune of Rome,['Robert Fabbri'],ePUB,3.99,3.99,085789482X,01-05-2011,Corvus,300
9780743246392,The Great Gatsby,['F. Scott Fitzgerald'],ePUB,11.99,11.99,074324639X,27-05-2003,Scribner,165
9780761163985,The Essential Guide to Getting Your Book Published,"['Arielle Eckstut', 'David Henry Sterry']",ePUB,23.99,23.99,761163980,11-11-2010,Workman Publishing Company,544
9780762448319,You Are a Badass,['Jen Sincero'],ePUB,25.29,23.75,762448318,23-04-2013,,256
9781405513487,Night Broken,['Patricia Briggs'],ePUB,11.99,11.99,1405513489,11-03-2014,"Little, Brown Book Group",352
9781106927613,"Saga, Vol. 2","['Brian K. Vaughan', 'Fiona Staples']",ePUB,16.75,16.75,1106927613,02-07-2013,,152
9780956770028,The Written,['Ben Galley'],ePUB,1.99,1.99,956770029,01-12-2015,BenGalley.com,0
9781101965375,Age of Swords,['Michael J. Sullivan'],ePUB,14.66,11.99,1101965371,25-07-2017,Random House Worlds,
9780241355237,The Uninhabitable Earth,['David Wallace-Wells'],ePUB,15.99,15.99,241355230,19-02-2019,Penguin Books Ltd,208
9780465028252,The Rape of Nanking,['Iris Chang'],ePUB,13.99,13.99,046502825X,11-03-2014,Basic Books,360
9780241985557,"Olive, Again",['Elizabeth Strout'],ePUB,15.99,15.99,241985552,31-10-2019,Penguin Books Ltd,272
9780749929695,Northern Lights,['Nora Roberts'],Paperback,22.99,20.4,749929693,01-06-2009,Little Brown,576
9780307271914,failed to fetch page,,,,,,,,
9781405927642,Odessa Sea,"['Clive Cussler', 'Dirk Cussler']",ePUB,15.99,15.99,140592764X,17-11-2016,Penguin Books Ltd,480
9780857208958,Manson,['Jeff Guinn'],ePUB,13.99,13.99,857208950,06-08-2013,Simon & Schuster UK,512
9780765376473,A Gathering of Shadows,['V E Schwab'],Hardcover,50.35,50.35,765376474,23-02-2016,Tor Books,512
9780141976105,Nudge,"['Richard H. Thaler', 'Cass R Sunstein']",ePUB,16.99,16.99,141976101,04-10-2012,Penguin Books Ltd,320
9780230714809,Revelation,['C. J. Sansom'],ePUB,13.95,10.4,230714803,07-10-2008,,0
9780768448887,Redeeming Your Bloodline,['Hrvoje Sirovina'],Paperback,32.63,32.63,768448883,01-05-2019,SOUND WISDOM,224
9780307351937,failed to fetch page,,,,,,,,
9780748115402,A Crown Of Swords,['Robert Jordan'],ePUB,12.99,12.99,748115404,20-04-2010,"Little, Brown Book Group",784
9780748116577,Dead Beat,['Jim Butcher'],ePUB,12.99,12.99,748116575,04-03-2010,"Little, Brown Book Group",512
9780748108596,Bitten,['Kelley Armstrong'],ePUB,11.99,11.99,748108599,04-09-2008,"Little, Brown Book Group",464
9780141902142,The Heart of the Dales,['Gervase Phinn'],ePUB,14.99,14.99,141902140,26-06-2008,Penguin Books Ltd,400
9781529003239,The Simple Truth,['David Baldacci'],Paperback,17.99,16.75,1529003237,09-07-2019,Pan Macmillan UK,704
9780753552049,The Spider Network,['David Enrich'],ePUB,18.99,18.99,753552043,23-03-2017,Ebury Publishing,496
9780385374675,Monster Trucks!,"['Michael J Doolittle', 'Susan E. Goodman']",ePUB,8.79,7.99,385374674,31-07-2013,Random House Children's Books,
9780761160854,The Essential Guide to Getting Your Book Published,"['Arielle Eckstut', 'David Henry Sterry']",Paperback,32.59,32.59,076116085X,04-11-2010,Workman,544
9780984358113,The Millionaire Fastlane,['MJ DeMarco'],ePUB,7.99,7.99,984358110,18-03-2012,Viperion Publishing,336
9780007287154,Cut,['Cathy Glass'],ePUB,12.99,12.99,7287151,19-01-2009,HarperCollins Publishers,320
9781409021308,Paddy Clarke Ha Ha Ha,['Roddy Doyle'],ePUB,15.99,15.99,1409021300,23-02-2010,Random House,288
9781282119154,Introducing Cultural Studies,['Dr David Walton'],E-Book,0,0,128211915X,29-11-2007,Sage Publications Ltd,323
9780753548035,My Kitchen Table,['Gizzi Erskine'],ePUB,14.99,14.99,753548038,05-01-2012,Ebury Publishing,208
9780785170624,Hulk,"['Greg Pak', 'Carlo Pagulayan', 'Aaron Lopresti']",ePUB,36.66,29.99,785170626,30-07-2014,Marvel Entertainment,
9780330466677,A Dangerous Fortune,['Ken Follett'],ePUB,13.95,10.4,330466674,04-09-2008,,608
9781405520607,The Handsome Man's De Luxe Cafe,['Alexander McCall Smith'],ePUB,11.99,11.99,1405520604,18-09-2014,"Little, Brown Book Group",256
9780994054463,The Risk,['Elle Kennedy'],ePUB,6.99,6.99,994054467,18-02-2019,?Elle Kennedy Inc.,
9780575087873,Last Argument Of Kings,['Joe Abercrombie'],ePUB,12.99,12.99,575087870,18-06-2009,Orion,544
9780141347769,failed to fetch page,,,,,,,,
9780241303566,The 4 Pillar Plan,['Dr Rangan Chatterjee'],ePUB,19.99,19.99,241303567,28-12-2017,Penguin Books Ltd,272
9780755350735,The Jump,['Martina Cole'],ePUB,11.99,11.99,755350731,04-09-2008,Headline,672
9780547740133,The Ludwig Conspiracy,['Oliver Pötzsch'],ePUB,24.19,19.99,547740131,21-11-2023,HarperCollins,448
9780141976266,The Night Manager,['John le Carré'],ePUB,15.99,15.99,141976268,07-11-2013,Penguin Books Ltd,480
9781405941082,The Oracle,"['Clive Cussler', 'Robin Burcell']",ePUB,14.99,14.99,1405941081,30-05-2019,Penguin Books Ltd,400
9780283071980,failed to fetch page,,,,,,,,
9780230766112,failed to fetch page,,,,,,,,
9781405932585,Then She Vanishes,['Claire Douglas'],ePUB,15.99,15.99,1405932589,27-06-2019,Penguin Books Ltd,400
9780755357215,Praetorian (Eagles of the Empire 11),['Simon Scarrow'],ePUB,12.99,12.99,755357213,10-11-2011,Headline,340
9780345510440,Who,"['Geoff Smart', 'Randy Street']",ePUB,17.14,13.99,345510445,30-09-2008,Random House Publishing Group,
9781465458551,The Philosophy Book,['DK'],Paperback,36.25,36.25,1465458557,21-02-2017,DK PUB INC                    ,352
9780141907048,Back Home,['Michelle Magorian'],ePUB,9.99,9.99,141907045,01-01-2000,Penguin Random House Children's UK,384
9780141978512,A History of the Bible,['Dr John Barton'],ePUB,18.99,18.99,141978511,04-04-2019,Penguin Books Ltd,640
9780241981849,"Black Leopard, Red Wolf",['Marlon James'],ePUB,15.99,15.99,241981840,05-02-2019,Penguin Books Ltd,640
9780356510644,The Unbound Empire,['Melissa Caruso'],Paperback,24.99,21.75,356510646,23-04-2019,Little Brown,560
9780241968598,One Hundred Years of Solitude,"['Gabriel Garcia Marquez', 'Gregory Rabassa']",ePUB,15.99,15.99,241968593,06-03-2014,Penguin Books Ltd,432
9780316444996,"Overlord, Vol. 10 (light novel)","['Kugane Maruyama', 'so-bin']",ePUB,22,20.99,316444995,21-05-2019,Yen Press,
9781407048017,Knife Edge,['Malorie Blackman'],ePUB,9.99,9.99,1407048015,26-12-2008,RHCP,416
9780544373181,Under The Same Sky,"['Joseph Kim', 'Stephan Talty']",ePUB,25.29,20.99,544373189,21-11-2023,HarperCollins,
9781509821686,The Christmas Train,['David Baldacci'],Paperback,27.95,27.95,1509821686,25-10-2016,Pan Macmillan UK,272
9781405530743,Long Walk To Freedom,['Nelson Mandela'],ePUB,12.99,12.99,140553074X,25-04-2013,"Little, Brown Book Group",784
9780307487308,The Last Stand of the Tin Can Sailors,['James D. Hornfischer'],ePUB,17.14,13.99,030748730X,12-11-2008,Random House Publishing Group,
9781509898831,Looking Good Dead,['Peter James'],Paperback,22.99,20.4,1509898832,23-04-2019,Pan Macmillan UK,544
9781250229847,Network Effect,['Martha Wells'],ePUB,19.5,15.99,1250229847,05-05-2020,Tor Publishing Group,
9780141966694,Matched,['Ally Condie'],ePUB,9.99,9.99,141966696,02-12-2010,Penguin Random House Children's UK,384
9781250313171,Gideon the Ninth,['Tamsyn Muir'],ePUB,18.47,14.99,1250313171,10-09-2019,Tor Publishing Group,
9780743491600,Star Trek,['Michael Jan Friedman'],ePUB,18.99,18.99,743491602,01-09-2003,Pocket Books/Star Trek,352
9780230714632,White Nights,['Ann Cleeves'],ePUB,13.95,10.5,230714633,04-09-2008,,0
9780297861027,The Intimate Adventures Of A London Call Girl,['Belle de Jour'],ePUB,12.99,12.99,297861026,25-03-2010,Orion,304
9780241984543,Eat Yourself Healthy,['Dr. Megan Rossi'],ePUB,19.99,19.99,241984548,19-09-2019,Penguin Books Ltd,272
9780307755926,Fer-de-Lance,['Rex Stout'],ePUB,8.55,7.99,307755924,21-07-2010,Random House Publishing Group,
9780141904252,The Outsider,"['Albert Camus', 'Sandra Smith']",ePUB,15.99,15.99,141904259,31-10-2013,Penguin Books Ltd,128
9780307414090,failed to fetch page,,,,,,,,
9780748113330,Alias Grace,['Margaret Atwood'],ePUB,12.99,12.99,748113339,03-09-2009,"Little, Brown Book Group",560
9781306300933,Los Yoga Sutras de Patanjali,['Swami Satchidananda'],E-Book,0,0,1306300932,01-01-2013,Integral Yoga Publications,289
9781119387565,INSPIRED,['Marty Cagan'],ePUB,34.99,34.99,1119387566,21-11-2017,Wiley,368
9780141909455,Sniper One,['Dan Mills'],ePUB,14.99,14.99,141909455,15-05-2008,Penguin Books Ltd,384
9780575085909,Red Seas Under Red Skies : Gentleman Bastard,['Scott Lynch'],ePUB,12.99,12.99,575085908,12-03-2009,Orion,640
9780141347660,failed to fetch page,,,,,,,,
9780748117222,A Memory of Light,"['Robert Jordan', 'Brandon Sanderson']",ePUB,11.99,11.99,748117229,09-04-2013,"Little, Brown Book Group",768
9780999676196,It Starts with the Egg (second edition),['Rebecca Fett'],ePUB,12.99,12.99,999676199,12-05-2019,Franklin Fox Publishing,
9780748116607,Ghost Story,['Jim Butcher'],ePUB,12.99,12.99,748116605,28-07-2011,"Little, Brown Book Group",416
9781405922296,Tom Clancy's True Faith and Allegiance,['Mark Greaney'],ePUB,15.99,15.99,140592229X,01-12-2016,Penguin Books Ltd,496
9781407019666,Memoirs of a Geisha,['Arthur Golden'],ePUB,15.99,15.99,140701966X,02-12-2008,Random House,512
9780307379962,failed to fetch page,,,,,,,,
9780141339214,The House of Hades (Heroes of Olympus Book 4),['Rick Riordan'],ePUB,9.99,9.99,141339217,08-10-2013,Penguin Books Ltd,560
9780141903491,Outliers,['Malcolm Gladwell'],ePUB,15.99,15.99,014190349X,18-11-2008,Penguin Books Ltd,320
9780544188365,The Baking Bible,['Rose Levy Beranbaum'],ePUB,42.99,42.99,544188365,28-10-2014,HarperCollins,0
9781407034478,Equal Rites,['Terry Pratchett'],ePUB,15.99,15.99,1407034472,24-11-2009,Transworld,288
9780761184270,Cult Sci-Fi Movies,['Danny Peary'],ePUB,5.99,5.99,761184279,23-09-2014,Workman Publishing Company,104
9780061755668,What Every BODY is Saying,"['Joe Navarro', 'Marvin Karlins']",ePUB,11.99,11.99,61755664,13-10-2009,HarperCollins,272
9780241981238,A Legacy of Spies,['John le Carré'],ePUB,15.99,15.99,241981239,07-09-2017,Penguin Books Ltd,320
9780316486675,Dark Sacred Night,['Michael Connelly'],ePUB,20.99,20.99,316486671,30-10-2018,"Little, Brown and Company",400
9780998601731,Devastated,['R.L. Mathewson'],ePUB,4.3,4.3,099860173X,25-06-2020,R.L. Mathewson,
9780393652253,Super Pumped,['Mike Isaac'],ePUB,27.8,22.99,393652254,03-09-2019,W. W. Norton & Company,
9780593074640,Shopaholic to the Rescue,['Sophie Kinsella'],ePUB,15.99,15.99,593074645,22-10-2015,Transworld,384
9780141375663,Two Can Keep a Secret,['Karen M. McManus'],ePUB,12.99,12.99,141375663,10-01-2019,Penguin Random House Children's UK,336
9780755353385,Rumour Has It,['Jill Mansell'],ePUB,12.99,12.99,755353382,03-05-2009,Headline,300
9781407052472,The Hare With Amber Eyes: A Hidden Inheritance,['Edmund De Waal'],ePUB,18.99,18.99,1407052470,03-06-2010,Random House,368
9780191579486,Logic,['Graham Priest'],ePUB and PDF,11,8.25,191579483,01-12-1999,Oxford University Press,128
9781405916462,One with You,['Sylvia Day'],ePUB,15.99,15.99,140591646X,05-04-2016,Penguin Books Ltd,368
9780141919133,Percy Jackson and the Titan's Curse,['Rick Riordan'],ePUB,12.99,12.99,141919132,01-05-2008,Penguin Books Ltd,304
9780141931845,The Enemy,['Charlie Higson'],ePUB,9.99,9.99,141931841,03-09-2009,Penguin Random House Children's UK,432
9780316403566,It's a Long Story,"['Willie Nelson', 'David Ritz']",E-Book,0,0,316403563,05-05-2015,Little Brown and Company,400
9780141956916,The Holy Roman Empire,['Peter H. Wilson'],ePUB,18.99,18.99,141956917,28-01-2016,Penguin Books Ltd,600
9780141347851,failed to fetch page,,,,,,,,
9781405939508,No One Home,['Tim Weaver'],ePUB,15.99,15.99,1405939508,16-05-2019,Penguin Books Ltd,400
9780241330258,The Librarian,['Salley Vickers'],ePUB,15.99,15.99,241330254,26-04-2018,Penguin Books Ltd,400
9780307271464,failed to fetch page,,,,,,,,
9781101137192,Atlas Shrugged,['Ayn Rand'],ePUB,6.99,6.99,1101137193,21-04-2005,Penguin Publishing Group,1192
9780600630401,Quick Cooking for Diabetes,"['Louise Blair', 'Norma McGough']",ePUB,10.99,10.99,600630404,22-09-2014,Octopus,128
9780141344348,Reached,['Ally Condie'],ePUB,9.99,9.99,141344342,30-11-2012,Penguin Random House Children's UK,528
9780755350896,Centurion (Eagles of the Empire 8),['Simon Scarrow'],ePUB,12.99,12.99,755350898,04-09-2008,Headline,544
9780307432865,We,"['Yevgeny Zamyatin', 'Natasha Randall']",ePUB,23.99,19.99,307432866,18-12-2007,Random House Publishing Group,
9780857201171,Underworld London,['Catharine Arnold'],ePUB,13.99,13.99,857201174,05-07-2012,Simon & Schuster UK,352
9780997427738,Charade,['Lisa Marie Rice'],ePUB,5.99,5.99,997427736,15-05-2018,Lisa Marie Rice,
9781401940591,The Dalai Lama's Cat,['David Michie'],ePUB,1.99,1.99,1401940595,01-10-2012,Hay House,217
9780241334690,failed to fetch page,,,,,,,,
9781401388881,The Five People You Meet in Heaven,['Mitch Albom'],ePUB,13.99,13.99,1401388884,01-04-2007,Hachette Books,208
9780755118380,The Conscience Of The Rich,['C.P. Snow'],PDF,14.9,14.9,755118383,16-01-2010,,328
